8190           8190ZY85200           SX518190SX91000000011.000                    20190322MB1B                9I4    
8190           8190ZH50320           SX518190SX91000000001.000                    20190320MB1B                9I4    
8190           8190ZY84980           SX518190SX91000000006.000                    20190322MB1B                9I4    
8190           8190ZY85890           SX518190SX91000000012.000                    20190322MB1B                9I4    
8190           8190ZQ95890           SX518190SX91000000006.000                    20190322MB1B                9I4    
8190           8190ZT49570           SX518190SX91000000006.000                    20190321MB1B                9I4    
8190           8190ZU06220           FL218190FL51000000004.000                    20190319MB1B                9I4    
8190           8190ZZ32600           SX518190SX91000000002.000                    20190322MB1B                9I4    
8190           8190VAZ0150           SX518190SX91000000005.000                    20190320MB1B                9I4    
8190           8190ZZ42760           SX518190SX91000000002.000                    20190315MB1B                9I4    
8190           8190ZY85820           SX518190SX91000000010.000                    20190318MB1B                9I4    
8190           8190ZZ42870           SX518190SX91000000012.000                    20190315MB1B                9I4    
8190           8190ZQ94830           SX518190SX91000000017.000                    20190322MB1B                9I4    
8190           8190ZT44180           FL218190FL51000000020.000                    20190323MB1B                9I3    
8190           8190ZU02710           FL218190FL51000000020.000                    20190323MB1B                9I3    
8190           8190ZQ98440           SX218190SX51000000008.000                    20190323MB1B                9I3    
8190           8190ZT45070           FL218190FL51000000020.000                    20190323MB1B                9I3    
8190           8190ZT45070           FL218190FL51000000020.000                    20190323MB1B                9I3    
8190           8190ZT45070           FL218190FL51000000020.000                    20190323MB1B                9I3    
8190           8190ZT45070           FL218190FL51000000020.000                    20190323MB1B                9I3    
8190           8190ZT45980           FL218190FL51000000020.000                    20190323MB1B                9I3    
8190           8190ZT44180           FL218190FL51000000020.000                    20190323MB1B                9I3    
8190           8190ZT44180           FL218190FL51000000020.000                    20190323MB1B                9I3    
8190           8190ZT44180           FL218190FL51000000020.000                    20190323MB1B                9I3    
8190           8190ZQ96340           SX218190SX51000000008.000                    20190323MB1B                9I3    
8190           8190ZR01340           SX218190SX51000000008.000                    20190323MB1B                9I3    
8190           8190ZQ96340           SX218190SX51000000008.000                    20190323MB1B                9I3    
8190           8190ZQ98440           SX218190SX51000000008.000                    20190323MB1B                9I3    
8190           8190ZR01340           SX218190SX51000000008.000                    20190323MB1B                9I3    
8190           8190ZR01340           SX218190SX51000000008.000                    20190323MB1B                9I3    
8190           8190ZT44180           FL218190FL51000000020.000                    20190323MB1B                9I3    
8190           8190ZT44180           FL218190FL51000000020.000                    20190323MB1B                9I3    
8190           8190ZT45980           FL218190FL51000000020.000                    20190323MB1B                9I3    
8190           8190ZT45980           FL218190FL51000000020.000                    20190323MB1B                9I3    
8190           8190ZT45980           FL218190FL51000000020.000                    20190323MB1B                9I3    
8190           8190ZT43980           FL518190FL91000000005.000                    20190323MB1B                9I3    
8190           8190ZT43980           FL518190FL91000000005.000                    20190323MB1B                9I3    
8190           8190ZT43980           FL518190FL91000000005.000                    20190323MB1B                9I3    
8190           8190ZT43980           FL518190FL91000000005.000                    20190323MB1B                9I3    
8190           8190ZT43980           FL518190FL91000000005.000                    20190323MB1B                9I3    
8190           8190ZT43980           FL518190FL91000000005.000                    20190323MB1B                9I3    
8190           8190ZT43980           FL518190FL91000000005.000                    20190323MB1B                9I3    
8190           8190ZT43980           FL518190FL91000000005.000                    20190323MB1B                9I3    
8190           8190ZT43980           FL518190FL91000000005.000                    20190323MB1B                9I3    
8190           8190ZT43980           FL518190FL91000000005.000                    20190323MB1B                9I3    
8190           8190ZT45170           FL218190FL51000000020.000                    20190323MB1B                9I3    
8190           8190ZT45170           FL218190FL51000000020.000                    20190323MB1B                9I3    
